identity_id,expected_looks,expected_sex,editorial_ethnicity,split,image_id,relative_path,filename,timestamp,outcome,refusal_reason,model_raw,bp,cv,sex,sex_conf,sex_source,reliability
marz,7.8,f,white,train,marz/1.jpg,images/roster/marz/1.jpg,1.jpg,2026-08-18T10:59:52.019Z,scored,,3.900,6.97,6.97,f,100%,model,non-standard framing (head turned (~18°); head tilted sideways (~10°)) — scored on your override; expect a rougher read.
marz,7.8,f,white,train,marz/4.jpg,images/roster/marz/4.jpg,4.jpg,2026-08-18T10:59:52.315Z,scored,,4.238,8.24,8.24,f,100%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
marz,7.8,f,white,train,marz/5.jpg,images/roster/marz/5.jpg,5.jpg,2026-08-18T10:59:52.593Z,scored,,2.878,5.61,5.61,f,100%,model,non-standard framing (head turned (~14°)) — scored on your override; expect a rougher read.
maya-higa,7.4,f,mixed,train,maya-higa/1.jpg,images/roster/maya-higa/1.jpg,1.jpg,2026-08-18T10:59:52.877Z,scored,,3.325,6.26,6.26,f,100%,model,non-standard framing (head tilted sideways (~13°)) — scored on your override; expect a rougher read.
maya-higa,7.4,f,mixed,train,maya-higa/4.jpg,images/roster/maya-higa/4.jpg,4.jpg,2026-08-18T10:59:53.150Z,refused,This angle is too far off to measure — head turned (~27°). Retake facing the camera square-on.,,,,,,,
maya-higa,7.4,f,mixed,train,maya-higa/5.jpg,images/roster/maya-higa/5.jpg,5.jpg,2026-08-18T10:59:53.787Z,scored,,3.173,6.11,6.11,f,100%,model,
megan-fox,9.2,f,white,train,megan-fox/2.jpg,images/roster/megan-fox/2.jpg,2.jpg,2026-08-18T10:59:54.049Z,scored,,3.406,6.34,6.34,f,100%,model,
megan-fox,9.2,f,white,train,megan-fox/4.jpg,images/roster/megan-fox/4.jpg,4.jpg,2026-08-18T10:59:54.318Z,scored,,2.949,5.78,5.78,f,100%,model,
megan-fox,9.2,f,white,train,megan-fox/5.jpg,images/roster/megan-fox/5.jpg,5.jpg,2026-08-18T10:59:54.572Z,scored,,4.080,7.54,7.54,f,100%,model,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
megan-fox,9.2,f,white,train,megan-fox/6.jpg,images/roster/megan-fox/6.jpg,6.jpg,2026-08-18T10:59:54.895Z,scored,,4.010,7.28,7.28,f,100%,model,
megan-fox,9.2,f,white,train,megan-fox/7.jpg,images/roster/megan-fox/7.jpg,7.jpg,2026-08-18T10:59:55.178Z,scored,,3.880,6.94,6.94,f,100%,model,
melissa-bonny,7.9,f,white,train,melissa-bonny/1.jpg,images/roster/melissa-bonny/1.jpg,1.jpg,2026-08-18T10:59:55.477Z,scored,,2.726,4.91,4.91,f,93%,model,
melissa-bonny,7.9,f,white,train,melissa-bonny/2.jpg,images/roster/melissa-bonny/2.jpg,2.jpg,2026-08-18T10:59:55.775Z,refused,This angle is too far off to measure — head turned (~33°); head tilted sideways (~13°). Retake facing the camera square-on.,,,,,,,
melissa-bonny,7.9,f,white,train,melissa-bonny/3.jpg,images/roster/melissa-bonny/3.jpg,3.jpg,2026-08-18T10:59:56.408Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
melissa-bonny,7.9,f,white,train,melissa-bonny/4.jpg,images/roster/melissa-bonny/4.jpg,4.jpg,2026-08-18T10:59:56.951Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
melissa-bonny,7.9,f,white,train,melissa-bonny/5.jpg,images/roster/melissa-bonny/5.jpg,5.jpg,2026-08-18T10:59:57.583Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
michael-b-jordan,9.0,m,black,validation,michael-b-jordan/1.jpg,images/roster/michael-b-jordan/1.jpg,1.jpg,2026-08-18T10:59:58.216Z,scored,,3.500,6.43,6.43,m,100%,model,
michael-b-jordan,9.0,m,black,validation,michael-b-jordan/2.jpg,images/roster/michael-b-jordan/2.jpg,2.jpg,2026-08-18T10:59:58.488Z,scored,,3.062,5.96,5.96,m,100%,model,
michael-b-jordan,9.0,m,black,validation,michael-b-jordan/3.jpg,images/roster/michael-b-jordan/3.jpg,3.jpg,2026-08-18T10:59:58.806Z,scored,,3.118,6.04,6.04,m,100%,model,
michael-b-jordan,9.0,m,black,validation,michael-b-jordan/4.jpg,images/roster/michael-b-jordan/4.jpg,4.jpg,2026-08-18T10:59:59.140Z,scored,,2.274,3.04,3.04,m,100%,model,non-standard framing (head turned (~24°)) — scored on your override; expect a rougher read.
michael-b-jordan,9.0,m,black,validation,michael-b-jordan/5.jpg,images/roster/michael-b-jordan/5.jpg,5.jpg,2026-08-18T10:59:59.478Z,scored,,2.921,5.72,5.72,m,96%,model,
michael-phelps,6.7,m,white,train,michael-phelps/1.jpg,images/roster/michael-phelps/1.jpg,1.jpg,2026-08-18T10:59:59.805Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
michael-phelps,6.7,m,white,train,michael-phelps/2.jpg,images/roster/michael-phelps/2.jpg,2.jpg,2026-08-18T11:00:00.461Z,scored,,3.759,6.73,6.73,m,100%,model,"small/distant face (~108px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read."
michael-phelps,6.7,m,white,train,michael-phelps/3.jpg,images/roster/michael-phelps/3.jpg,3.jpg,2026-08-18T11:00:00.732Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
michael-phelps,6.7,m,white,train,michael-phelps/4.jpg,images/roster/michael-phelps/4.jpg,4.jpg,2026-08-18T11:00:01.353Z,scored,,3.394,6.33,6.33,m,100%,model,"small/distant face (~99px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read."
mila-kunis,8.5,f,white,train,mila-kunis/1.jpg,images/roster/mila-kunis/1.jpg,1.jpg,2026-08-18T11:00:01.614Z,scored,,3.482,6.41,6.41,f,100%,model,
mila-kunis,8.5,f,white,train,mila-kunis/4.jpg,images/roster/mila-kunis/4.jpg,4.jpg,2026-08-18T11:00:01.925Z,scored,,3.828,6.83,6.83,f,99%,model,non-standard framing (head turned (~17°); head tilted sideways (~16°)) — scored on your override; expect a rougher read.
mila-kunis,8.5,f,white,train,mila-kunis/5.jpg,images/roster/mila-kunis/5.jpg,5.jpg,2026-08-18T11:00:02.205Z,scored,,4.348,8.83,8.83,f,100%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
mila-kunis,8.5,f,white,train,mila-kunis/6.jpg,images/roster/mila-kunis/6.jpg,6.jpg,2026-08-18T11:00:02.516Z,refused,This angle is too far off to measure — head turned (~31°); head tilted sideways (~14°). Retake facing the camera square-on.,,,,,,,
mila-kunis,8.5,f,white,train,mila-kunis/7.jpg,images/roster/mila-kunis/7.jpg,7.jpg,2026-08-18T11:00:03.176Z,scored,,3.806,6.80,6.80,f,100%,model,
mindy-kaling,5.5,f,south-asian,holdout,mindy-kaling/1.jpg,images/roster/mindy-kaling/1.jpg,1.jpg,2026-08-18T11:00:03.473Z,scored,,3.432,6.37,6.37,f,100%,model,
mindy-kaling,5.5,f,south-asian,holdout,mindy-kaling/2.jpg,images/roster/mindy-kaling/2.jpg,2.jpg,2026-08-18T11:00:03.779Z,scored,,3.749,6.71,6.71,f,100%,model,
mindy-kaling,5.5,f,south-asian,holdout,mindy-kaling/5.jpg,images/roster/mindy-kaling/5.jpg,5.jpg,2026-08-18T11:00:04.062Z,refused,This angle is too far off to measure — head turned (~29°). Retake facing the camera square-on.,,,,,,,
mindy-kaling,5.5,f,south-asian,holdout,mindy-kaling/6.jpg,images/roster/mindy-kaling/6.jpg,6.jpg,2026-08-18T11:00:04.686Z,scored,,3.530,6.45,6.45,f,100%,model,
mindy-kaling,5.5,f,south-asian,holdout,mindy-kaling/7.jpg,images/roster/mindy-kaling/7.jpg,7.jpg,2026-08-18T11:00:04.961Z,scored,,3.515,6.44,6.44,f,100%,model,
monica-bellucci,9.5,f,white,train,monica-bellucci/1.jpg,images/roster/monica-bellucci/1.jpg,1.jpg,2026-08-18T11:00:05.235Z,scored,,3.768,6.74,6.74,f,100%,model,
monica-bellucci,9.5,f,white,train,monica-bellucci/2.jpg,images/roster/monica-bellucci/2.jpg,2.jpg,2026-08-18T11:00:05.522Z,scored,,2.649,4.53,4.53,f,100%,model,
monica-bellucci,9.5,f,white,train,monica-bellucci/3.jpg,images/roster/monica-bellucci/3.jpg,3.jpg,2026-08-18T11:00:05.809Z,scored,,2.926,5.73,5.73,f,100%,model,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
mrbeast,6.1,m,white,holdout,mrbeast/1.jpg,images/roster/mrbeast/1.jpg,1.jpg,2026-08-18T11:00:06.082Z,scored,,3.560,6.48,6.48,m,100%,model,
mrbeast,6.1,m,white,holdout,mrbeast/2.jpg,images/roster/mrbeast/2.jpg,2.jpg,2026-08-18T11:00:06.348Z,refused,This angle is too far off to measure — head turned (~29°). Retake facing the camera square-on.,,,,,,,
mrbeast,6.1,m,white,holdout,mrbeast/3.jpg,images/roster/mrbeast/3.jpg,3.jpg,2026-08-18T11:00:06.997Z,scored,,2.804,5.34,5.34,m,97%,model,non-standard framing (head tilted sideways (~17°)) — scored on your override; expect a rougher read.
mrbeast,6.1,m,white,holdout,mrbeast/4.jpg,images/roster/mrbeast/4.jpg,4.jpg,2026-08-18T11:00:07.270Z,refused,This angle is too far off to measure — head turned (~28°). Retake facing the camera square-on.,,,,,,,
nadya-suleman,4.0,f,white,holdout,nadya-suleman/1.jpg,images/roster/nadya-suleman/1.jpg,1.jpg,2026-08-18T11:00:07.911Z,scored,,3.187,6.13,6.13,f,100%,model,
nadya-suleman,4.0,f,white,holdout,nadya-suleman/4.jpg,images/roster/nadya-suleman/4.jpg,4.jpg,2026-08-18T11:00:08.170Z,scored,,3.857,6.89,6.89,f,100%,model,non-standard framing (head tilted sideways (~10°)) — scored on your override; expect a rougher read.
nadya-suleman,4.0,f,white,holdout,nadya-suleman/5.jpg,images/roster/nadya-suleman/5.jpg,5.jpg,2026-08-18T11:00:08.463Z,refused,This angle is too far off to measure — head turned (~30°); head tilted sideways (~14°). Retake facing the camera square-on.,,,,,,,
natalie-portman,8.0,f,middle-eastern,validation,natalie-portman/1.jpg,images/roster/natalie-portman/1.jpg,1.jpg,2026-08-18T11:00:09.134Z,scored,,3.830,6.83,6.83,f,100%,model,
natalie-portman,8.0,f,middle-eastern,validation,natalie-portman/2.jpg,images/roster/natalie-portman/2.jpg,2.jpg,2026-08-18T11:00:09.407Z,scored,,3.740,6.70,6.70,f,100%,model,
natalie-portman,8.0,f,middle-eastern,validation,natalie-portman/3.jpg,images/roster/natalie-portman/3.jpg,3.jpg,2026-08-18T11:00:09.683Z,refused,This angle is too far off to measure — head turned (~31°). Retake facing the camera square-on.,,,,,,,
natalie-portman,8.0,f,middle-eastern,validation,natalie-portman/5.jpg,images/roster/natalie-portman/5.jpg,5.jpg,2026-08-18T11:00:10.326Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
natalie-portman,8.0,f,middle-eastern,validation,natalie-portman/6.jpg,images/roster/natalie-portman/6.jpg,6.jpg,2026-08-18T11:00:10.963Z,scored,,4.396,8.96,8.96,f,100%,model,
neymar,7.6,m,latino,holdout,neymar/1.jpg,images/roster/neymar/1.jpg,1.jpg,2026-08-18T11:00:11.256Z,refused,This angle is too far off to measure — head turned (~36°). Retake facing the camera square-on.,,,,,,,
neymar,7.6,m,latino,holdout,neymar/2.jpg,images/roster/neymar/2.jpg,2.jpg,2026-08-18T11:00:11.969Z,scored,,2.777,5.21,5.21,m,100%,model,non-standard framing (head turned (~13°)) — scored on your override; expect a rougher read.
neymar,7.6,m,latino,holdout,neymar/3.jpg,images/roster/neymar/3.jpg,3.jpg,2026-08-18T11:00:12.245Z,refused,"No face found — try a clearer, front-facing shot.",,,,,,,
neymar,7.6,m,latino,holdout,neymar/4.jpg,images/roster/neymar/4.jpg,4.jpg,2026-08-18T11:00:12.905Z,refused,This angle is too far off to measure — head turned (~37°). Retake facing the camera square-on.,,,,,,,
nicolas-cage,7.0,m,white,holdout,nicolas-cage/1.jpg,images/roster/nicolas-cage/1.jpg,1.jpg,2026-08-18T11:00:13.559Z,scored,,3.176,6.11,6.11,m,100%,model,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
nicolas-cage,7.0,m,white,holdout,nicolas-cage/4.jpg,images/roster/nicolas-cage/4.jpg,4.jpg,2026-08-18T11:00:13.840Z,scored,,3.620,6.56,6.56,m,100%,model,
nicolas-cage,7.0,m,white,holdout,nicolas-cage/5.jpg,images/roster/nicolas-cage/5.jpg,5.jpg,2026-08-18T11:00:14.168Z,scored,,3.302,6.24,6.24,m,100%,model,non-standard framing (head turned (~20°)) — scored on your override; expect a rougher read.
nicolas-cage,7.0,m,white,holdout,nicolas-cage/6.jpg,images/roster/nicolas-cage/6.jpg,6.jpg,2026-08-18T11:00:14.496Z,scored,,3.273,6.21,6.21,m,100%,model,
nicolas-cage,7.0,m,white,holdout,nicolas-cage/7.jpg,images/roster/nicolas-cage/7.jpg,7.jpg,2026-08-18T11:00:14.810Z,scored,,3.318,6.25,6.25,m,100%,model,
ninja,6.6,m,white,validation,ninja/1.jpg,images/roster/ninja/1.jpg,1.jpg,2026-08-18T11:00:15.081Z,refused,This angle is too far off to measure — head turned (~28°); head tilted sideways (~11°). Retake facing the camera square-on.,,,,,,,
ninja,6.6,m,white,validation,ninja/2.jpg,images/roster/ninja/2.jpg,2.jpg,2026-08-18T11:00:15.712Z,scored,,2.689,4.73,4.73,m,98%,model,
ninja,6.6,m,white,validation,ninja/3.jpg,images/roster/ninja/3.jpg,3.jpg,2026-08-18T11:00:15.977Z,refused,This angle is too far off to measure — head turned (~46°). Retake facing the camera square-on.,,,,,,,
paul-rudd,7.0,m,white,train,paul-rudd/2.jpg,images/roster/paul-rudd/2.jpg,2.jpg,2026-08-18T11:00:16.636Z,scored,,3.343,6.28,6.28,m,100%,model,
paul-rudd,7.0,m,white,train,paul-rudd/3.jpg,images/roster/paul-rudd/3.jpg,3.jpg,2026-08-18T11:00:16.894Z,scored,,2.614,4.34,4.34,m,100%,model,
paul-rudd,7.0,m,white,train,paul-rudd/4.jpg,images/roster/paul-rudd/4.jpg,4.jpg,2026-08-18T11:00:17.151Z,scored,,2.660,4.59,4.59,m,100%,model,
paul-rudd,7.0,m,white,train,paul-rudd/5.jpg,images/roster/paul-rudd/5.jpg,5.jpg,2026-08-18T11:00:17.403Z,scored,,3.910,6.99,6.99,m,100%,model,
paul-rudd,7.0,m,white,train,paul-rudd/6.jpg,images/roster/paul-rudd/6.jpg,6.jpg,2026-08-18T11:00:17.665Z,scored,,3.160,6.10,6.10,m,100%,model,
pauly-shore,4.0,m,white,holdout,pauly-shore/1.jpg,images/roster/pauly-shore/1.jpg,1.jpg,2026-08-18T11:00:17.939Z,scored,,2.773,5.18,5.18,m,100%,model,
pauly-shore,4.0,m,white,holdout,pauly-shore/2.jpg,images/roster/pauly-shore/2.jpg,2.jpg,2026-08-18T11:00:18.249Z,scored,,3.141,6.07,6.07,m,100%,model,
pauly-shore,4.0,m,white,holdout,pauly-shore/3.jpg,images/roster/pauly-shore/3.jpg,3.jpg,2026-08-18T11:00:18.513Z,scored,,2.579,4.19,4.19,m,100%,model,"small/distant face (~109px of real detail) — score is rougher than a tight, sharp headshot."
pauly-shore,4.0,m,white,holdout,pauly-shore/4.jpg,images/roster/pauly-shore/4.jpg,4.jpg,2026-08-18T11:00:18.784Z,scored,,3.212,6.15,6.15,m,100%,model,
pauly-shore,4.0,m,white,holdout,pauly-shore/5.jpg,images/roster/pauly-shore/5.jpg,5.jpg,2026-08-18T11:00:19.059Z,scored,,2.884,5.62,5.62,m,100%,model,
pedro-pascal,7.5,m,latino,train,pedro-pascal/1.jpg,images/roster/pedro-pascal/1.jpg,1.jpg,2026-08-18T11:00:19.335Z,scored,,3.517,6.44,6.44,m,100%,model,
pedro-pascal,7.5,m,latino,train,pedro-pascal/2.jpg,images/roster/pedro-pascal/2.jpg,2.jpg,2026-08-18T11:00:19.609Z,scored,,3.057,5.95,5.95,m,100%,model,
pedro-pascal,7.5,m,latino,train,pedro-pascal/3.jpg,images/roster/pedro-pascal/3.jpg,3.jpg,2026-08-18T11:00:19.900Z,refused,This angle is too far off to measure — head turned (~31°). Retake facing the camera square-on.,,,,,,,
pedro-pascal,7.5,m,latino,train,pedro-pascal/4.jpg,images/roster/pedro-pascal/4.jpg,4.jpg,2026-08-18T11:00:20.561Z,scored,,3.783,6.76,6.76,m,100%,model,
pedro-pascal,7.5,m,latino,train,pedro-pascal/5.jpg,images/roster/pedro-pascal/5.jpg,5.jpg,2026-08-18T11:00:20.829Z,scored,,3.017,5.90,5.90,m,100%,model,
pete-davidson,5.0,m,white,train,pete-davidson/2.jpg,images/roster/pete-davidson/2.jpg,2.jpg,2026-08-18T11:00:21.114Z,scored,,2.605,4.29,4.29,m,96%,model,
pete-davidson,5.0,m,white,train,pete-davidson/4.jpg,images/roster/pete-davidson/4.jpg,4.jpg,2026-08-18T11:00:21.384Z,scored,,3.712,6.66,6.66,f,92%,model,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
pete-davidson,5.0,m,white,train,pete-davidson/5.jpg,images/roster/pete-davidson/5.jpg,5.jpg,2026-08-18T11:00:21.686Z,scored,,3.559,6.48,6.48,m,99%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
pete-davidson,5.0,m,white,train,pete-davidson/7.jpg,images/roster/pete-davidson/7.jpg,7.jpg,2026-08-18T11:00:21.970Z,scored,,3.433,6.37,6.37,m,100%,model,
pewdiepie,7.1,m,white,train,pewdiepie/1.jpg,images/roster/pewdiepie/1.jpg,1.jpg,2026-08-18T11:00:22.246Z,refused,This angle is too far off to measure — head turned (~46°). Retake facing the camera square-on.,,,,,,,
pewdiepie,7.1,m,white,train,pewdiepie/2.jpg,images/roster/pewdiepie/2.jpg,2.jpg,2026-08-18T11:00:22.896Z,refused,This angle is too far off to measure — head turned (~42°). Retake facing the camera square-on.,,,,,,,
pewdiepie,7.1,m,white,train,pewdiepie/3.jpg,images/roster/pewdiepie/3.jpg,3.jpg,2026-08-18T11:00:23.566Z,scored,,2.610,4.32,4.32,m,100%,model,non-standard framing (head turned (~21°)) — scored on your override; expect a rougher read.
philippa-eilhart,7.0,f,white,validation,philippa-eilhart/1.jpg,images/roster/philippa-eilhart/1.jpg,1.jpg,2026-08-18T11:00:23.876Z,refused,This angle is too far off to measure — head turned (~27°); head tilted sideways (~20°). Retake facing the camera square-on.,,,,,,,
philippa-eilhart,7.0,f,white,validation,philippa-eilhart/2.jpg,images/roster/philippa-eilhart/2.jpg,2.jpg,2026-08-18T11:00:24.546Z,scored,,3.733,6.69,6.69,f,100%,model,non-standard framing (head turned (~25°)) — scored on your override; expect a rougher read.
philippa-eilhart,7.0,f,white,validation,philippa-eilhart/3.jpg,images/roster/philippa-eilhart/3.jpg,3.jpg,2026-08-18T11:00:24.813Z,refused,This angle is too far off to measure — head turned (~27°). Retake facing the camera square-on.,,,,,,,
philippa-eilhart,7.0,f,white,validation,philippa-eilhart/4.jpg,images/roster/philippa-eilhart/4.jpg,4.jpg,2026-08-18T11:00:25.448Z,scored,,3.600,6.53,6.53,f,100%,model,non-standard framing (head turned (~25°); head tilted sideways (~17°)) — scored on your override; expect a rougher read.
philippa-eilhart,7.0,f,white,validation,philippa-eilhart/5.jpg,images/roster/philippa-eilhart/5.jpg,5.jpg,2026-08-18T11:00:25.732Z,scored,,3.615,6.55,6.55,f,100%,model,non-standard framing (head turned (~24°); head tilted sideways (~13°)) — scored on your override; expect a rougher read.
piia-tamare,8.3,f,white,holdout,piia-tamare/1.jpg,images/roster/piia-tamare/1.jpg,1.jpg,2026-08-18T11:00:26.005Z,scored,,4.218,8.16,8.16,f,100%,model,
piia-tamare,8.3,f,white,holdout,piia-tamare/2.jpg,images/roster/piia-tamare/2.jpg,2.jpg,2026-08-18T11:00:26.292Z,scored,,3.679,6.62,6.62,f,100%,model,
piia-tamare,8.3,f,white,holdout,piia-tamare/3.jpg,images/roster/piia-tamare/3.jpg,3.jpg,2026-08-18T11:00:26.586Z,scored,,3.494,6.42,6.42,f,100%,model,"small/distant face (~97px of real detail) — score is rougher than a tight, sharp headshot. · non-standard framing (head turned (~25°); head tilted sideways (~17°)) — scored on your override; expect a rougher read."
piia-tamare,8.3,f,white,holdout,piia-tamare/4.jpg,images/roster/piia-tamare/4.jpg,4.jpg,2026-08-18T11:00:26.881Z,refused,This angle is too far off to measure — head turned (~31°). Retake facing the camera square-on.,,,,,,,
piia-tamare,8.3,f,white,holdout,piia-tamare/5.jpg,images/roster/piia-tamare/5.jpg,5.jpg,2026-08-18T11:00:27.526Z,scored,,3.760,6.73,6.73,f,100%,model,non-standard framing (head turned (~22°)) — scored on your override; expect a rougher read.
pokimane,7.4,f,middle-eastern,train,pokimane/1.jpg,images/roster/pokimane/1.jpg,1.jpg,2026-08-18T11:00:27.799Z,scored,,2.805,5.35,5.35,f,100%,model,non-standard framing (head tilted sideways (~18°)) — scored on your override; expect a rougher read.
pokimane,7.4,f,middle-eastern,train,pokimane/2.jpg,images/roster/pokimane/2.jpg,2.jpg,2026-08-18T11:00:28.077Z,scored,,2.655,4.56,4.56,f,100%,model,
pokimane,7.4,f,middle-eastern,train,pokimane/3.jpg,images/roster/pokimane/3.jpg,3.jpg,2026-08-18T11:00:28.394Z,scored,,3.200,6.14,6.14,f,100%,model,non-standard framing (head turned (~19°)) — scored on your override; expect a rougher read.
pokimane,7.4,f,middle-eastern,train,pokimane/4.jpg,images/roster/pokimane/4.jpg,4.jpg,2026-08-18T11:00:28.695Z,refused,This angle is too far off to measure — head turned (~22°); head tilted sideways (~45°). Retake facing the camera square-on.,,,,,,,
pokimane,7.4,f,middle-eastern,train,pokimane/5.jpg,images/roster/pokimane/5.jpg,5.jpg,2026-08-18T11:00:29.366Z,scored,,3.498,6.42,6.42,f,100%,model,non-standard framing (head tilted sideways (~12°)) — scored on your override; expect a rougher read.
pom-klementieff,7.5,f,mixed,train,pom-klementieff/3.jpg,images/roster/pom-klementieff/3.jpg,3.jpg,2026-08-18T11:00:29.655Z,refused,This angle is too far off to measure — head turned (~40°). Retake facing the camera square-on.,,,,,,,
pom-klementieff,7.5,f,mixed,train,pom-klementieff/4.jpg,images/roster/pom-klementieff/4.jpg,4.jpg,2026-08-18T11:00:30.325Z,scored,,3.808,6.80,6.80,f,100%,model,non-standard framing (head turned (~23°); head tilted sideways (~12°)) — scored on your override; expect a rougher read.
pom-klementieff,7.5,f,mixed,train,pom-klementieff/5.jpg,images/roster/pom-klementieff/5.jpg,5.jpg,2026-08-18T11:00:30.603Z,scored,,3.740,6.70,6.70,f,100%,model,
pom-klementieff,7.5,f,mixed,train,pom-klementieff/6.jpg,images/roster/pom-klementieff/6.jpg,6.jpg,2026-08-18T11:00:30.957Z,scored,,4.263,8.36,8.36,f,100%,model,non-standard framing (head turned (~17°)) — scored on your override; expect a rougher read.
pom-klementieff,7.5,f,mixed,train,pom-klementieff/7.jpg,images/roster/pom-klementieff/7.jpg,7.jpg,2026-08-18T11:00:31.352Z,scored,,4.104,7.62,7.62,f,100%,model,
prince-harry,7.2,m,white,validation,prince-harry/1.jpg,images/roster/prince-harry/1.jpg,1.jpg,2026-08-18T11:00:31.672Z,scored,,2.657,4.57,4.57,f,97%,model,
prince-harry,7.2,m,white,validation,prince-harry/2.jpg,images/roster/prince-harry/2.jpg,2.jpg,2026-08-18T11:00:31.980Z,scored,,2.908,5.69,5.69,m,100%,model,non-standard framing (head turned (~16°); head tilted sideways (~15°)) — scored on your override; expect a rougher read.
prince-harry,7.2,m,white,validation,prince-harry/3.jpg,images/roster/prince-harry/3.jpg,3.jpg,2026-08-18T11:00:32.279Z,scored,,2.713,4.85,4.85,m,97%,model,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
priyanka-chopra,8.8,f,south-asian,holdout,priyanka-chopra/1.jpg,images/roster/priyanka-chopra/1.jpg,1.jpg,2026-08-18T11:00:32.561Z,scored,,3.924,7.02,7.02,f,100%,model,"small/distant face (~82px of real detail) — score is rougher than a tight, sharp headshot."
priyanka-chopra,8.8,f,south-asian,holdout,priyanka-chopra/2.jpg,images/roster/priyanka-chopra/2.jpg,2.jpg,2026-08-18T11:00:32.848Z,scored,,3.167,6.10,6.10,f,100%,model,
priyanka-chopra,8.8,f,south-asian,holdout,priyanka-chopra/3.jpg,images/roster/priyanka-chopra/3.jpg,3.jpg,2026-08-18T11:00:33.133Z,scored,,3.589,6.52,6.52,f,100%,model,"small/distant face (~107px of real detail) — score is rougher than a tight, sharp headshot."
priyanka-chopra,8.8,f,south-asian,holdout,priyanka-chopra/4.jpg,images/roster/priyanka-chopra/4.jpg,4.jpg,2026-08-18T11:00:33.476Z,scored,,4.115,7.67,7.67,f,100%,model,"small/distant face (~108px of real detail) — score is rougher than a tight, sharp headshot."
qtcinderella,7.0,f,white,train,qtcinderella/1.jpg,images/roster/qtcinderella/1.jpg,1.jpg,2026-08-18T11:00:33.774Z,scored,,2.813,5.38,5.38,f,59%,model,non-standard framing (head turned (~23°)) — scored on your override; expect a rougher read.
qtcinderella,7.0,f,white,train,qtcinderella/3.jpg,images/roster/qtcinderella/3.jpg,3.jpg,2026-08-18T11:00:34.053Z,scored,,2.652,4.55,4.55,f,100%,model,non-standard framing (head turned (~16°)) — scored on your override; expect a rougher read.
qtcinderella,7.0,f,white,train,qtcinderella/4.jpg,images/roster/qtcinderella/4.jpg,4.jpg,2026-08-18T11:00:34.318Z,scored,,3.836,6.85,6.85,f,100%,model,
qtcinderella,7.0,f,white,train,qtcinderella/5.jpg,images/roster/qtcinderella/5.jpg,5.jpg,2026-08-18T11:00:34.602Z,scored,,3.390,6.32,6.32,f,100%,model,
rachel-dolezal,4.0,f,white,holdout,rachel-dolezal/1.jpg,images/roster/rachel-dolezal/1.jpg,1.jpg,2026-08-18T11:00:34.926Z,scored,,3.073,5.98,5.98,f,99%,model,non-standard framing (head tilted sideways (~10°)) — scored on your override; expect a rougher read.
rachel-dolezal,4.0,f,white,holdout,rachel-dolezal/2.jpg,images/roster/rachel-dolezal/2.jpg,2.jpg,2026-08-18T11:00:35.204Z,scored,,3.258,6.20,6.20,f,96%,model,non-standard framing (head turned (~15°)) — scored on your override; expect a rougher read.
rami-malek,6.8,m,middle-eastern,train,rami-malek/1.jpg,images/roster/rami-malek/1.jpg,1.jpg,2026-08-18T11:00:35.503Z,scored,,3.195,6.13,6.13,m,100%,model,non-standard framing (head tilted sideways (~11°)) — scored on your override; expect a rougher read.
rami-malek,6.8,m,middle-eastern,train,rami-malek/2.jpg,images/roster/rami-malek/2.jpg,2.jpg,2026-08-18T11:00:35.817Z,scored,,2.972,5.82,5.82,m,100%,model,non-standard framing (head tilted sideways (~10°)) — scored on your override; expect a rougher read.
rami-malek,6.8,m,middle-eastern,train,rami-malek/3.jpg,images/roster/rami-malek/3.jpg,3.jpg,2026-08-18T11:00:36.121Z,scored,,3.670,6.61,6.61,m,100%,model,non-standard framing (head turned (~23°)) — scored on your override; expect a rougher read.
rebel-wilson,5.4,f,white,train,rebel-wilson/1.jpg,images/roster/rebel-wilson/1.jpg,1.jpg,2026-08-18T11:00:36.424Z,scored,,3.210,6.15,6.15,f,100%,model,
rebel-wilson,5.4,f,white,train,rebel-wilson/2.jpg,images/roster/rebel-wilson/2.jpg,2.jpg,2026-08-18T11:00:36.726Z,scored,,4.160,7.86,7.86,f,100%,model,
